work_year,salario_eur,experience_level_mean,employment_type_mean,job_title_mean,company_location_mean,employee_location_mean,company_size_mean,remote_ratio_mean
2022,69000.0,96163.864,127249.06360408822,100696.60666666667,139676.24877631577,48300.0,131680.10449730416,127249.06360408822
2022,76517.32,96163.864,127249.06360408822,129600.18423809524,73630.75428571428,71742.10181818182,108836.90378854626,127249.06360408822
2021,88086.32,96163.864,127249.06360408822,71479.032,139676.24877631577,87190.47,71968.54783783783,127249.06360408822
2020,73446.36,96163.864,127249.06360408822,129600.18423809524,81225.69928571429,87190.47,108836.90378854626,127249.06360408822
2022,119600.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,92000.0,140806.98581875995,127249.06360408822,107284.27724137931,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,133400.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,103960.0,96163.864,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,108836.90378854626,127249.06360408822
2023,165600.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,211600.0,140806.98581875995,127249.06360408822,175043.32413793105,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,134214.2,72262.581625,127249.06360408822,142315.46851211073,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,101825.6,72262.581625,127249.06360408822,175043.32413793105,139676.24877631577,140596.25071904127,108836.90378854626,127249.06360408822
2020,19935.48,72262.581625,36371.00941176471,129600.18423809524,37993.93,46750.95,71968.54783783783,36371.00941176471
2022,188140.0,140806.98581875995,127249.06360408822,142315.46851211073,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,57996.8,96163.864,127249.06360408822,131362.87584615385,47649.1,50725.177500000005,131680.10449730416,127249.06360408822
2022,119600.0,96163.864,127249.06360408822,97402.85333333332,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,207000.0,140806.98581875995,127249.06360408822,160218.0,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,119600.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,207000.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,101200.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,97538.4,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,156400.0,140806.98581875995,127249.06360408822,140179.14058252427,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,186576.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,108836.90378854626,127249.06360408822
2022,101200.0,179336.45543859652,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,128800.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,156400.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,225400.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,122636.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2021,4976.280000000001,96163.864,36371.00941176471,19644.07,27781.92206896552,33320.97464788733,131680.10449730416,36371.00941176471
2020,138000.0,140806.98581875995,127249.06360408822,142315.46851211073,139676.24877631577,140596.25071904127,108836.90378854626,127249.06360408822
2022,138000.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,185334.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,67969.6,96163.864,127249.06360408822,131362.87584615385,79938.8481395349,80029.25748502994,131680.10449730416,127249.06360408822
2022,130824.0,140806.98581875995,127249.06360408822,142315.46851211073,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,97244.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,108836.90378854626,127249.06360408822
2023,92000.0,140806.98581875995,127249.06360408822,119458.46153846152,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,118956.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,232944.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,22080.0,96163.864,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,70668.88,96163.864,127249.06360408822,68556.82285714286,121364.27448275864,121645.07341176472,131680.10449730416,127249.06360408822
2023,124200.0,72262.581625,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,128800.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,156400.0,96163.864,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,97060.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,110400.0,72262.581625,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,135240.0,140806.98581875995,127249.06360408822,142315.46851211073,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,105800.0,140806.98581875995,127249.06360408822,142600.0,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,138000.0,96163.864,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,44160.0,140806.98581875995,127249.06360408822,107284.27724137931,59764.12,59764.12,131680.10449730416,127249.06360408822
2023,179400.0,96163.864,127249.06360408822,175976.47379310345,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,119600.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,50600.0,72262.581625,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,71968.54783783783,127249.06360408822
2022,158424.0,140806.98581875995,127249.06360408822,142315.46851211073,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,134228.0,140806.98581875995,127249.06360408822,148317.05951219512,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,173981.2,140806.98581875995,127249.06360408822,150059.7081081081,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,195776.0,140806.98581875995,127249.06360408822,175043.32413793105,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,193200.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,167900.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,62189.240000000005,96163.864,127249.06360408822,129600.18423809524,121364.27448275864,121645.07341176472,131680.10449730416,127249.06360408822
2023,133400.0,140806.98581875995,127249.06360408822,131362.87584615385,121364.27448275864,121645.07341176472,131680.10449730416,127249.06360408822
2023,128800.0,140806.98581875995,127249.06360408822,142315.46851211073,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,147273.6,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,138000.0,96163.864,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,73633.12000000001,96163.864,127249.06360408822,142315.46851211073,79938.8481395349,80029.25748502994,131680.10449730416,127249.06360408822
2023,389927.28,140806.98581875995,127249.06360408822,101311.205,249730.78000000003,389927.28,108836.90378854626,127249.06360408822
2023,39130.36,140806.98581875995,127249.06360408822,100018.92895424836,44720.28,44720.28,131680.10449730416,127249.06360408822
2022,43497.6,140806.98581875995,127249.06360408822,129600.18423809524,53061.97974025974,55626.28200000001,131680.10449730416,127249.06360408822
2023,64400.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,69000.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,148120.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,253000.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,138000.0,140806.98581875995,127249.06360408822,142315.46851211073,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2021,8708.720000000001,96163.864,127249.06360408822,129600.18423809524,27781.92206896552,33320.97464788733,71968.54783783783,127249.06360408822
2023,161000.0,96163.864,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2020,30830.120000000003,140806.98581875995,127249.06360408822,131362.87584615385,89379.012,84963.012,71968.54783783783,127249.06360408822
2022,182564.8,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,108836.90378854626,127249.06360408822
2023,156400.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,135332.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,152720.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,76517.32,72262.581625,127249.06360408822,129600.18423809524,73630.75428571428,71742.10181818182,131680.10449730416,127249.06360408822
2023,56304.0,96163.864,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,73600.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,221720.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,103960.0,140806.98581875995,127249.06360408822,148776.6704950495,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,140760.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2020,50362.64,72262.581625,127249.06360408822,131362.87584615385,81225.69928571429,27854.955,108836.90378854626,127249.06360408822
2022,209024.0,140806.98581875995,127249.06360408822,177026.4,121364.27448275864,121645.07341176472,131680.10449730416,127249.06360408822
2022,165600.0,179336.45543859652,127249.06360408822,150162.47076923077,139676.24877631577,140596.25071904127,71968.54783783783,127249.06360408822
2023,138000.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,168912.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2021,389160.0,96163.864,127249.06360408822,100696.60666666667,139676.24877631577,140596.25071904127,108836.90378854626,127249.06360408822
2023,135240.0,96163.864,127249.06360408822,145684.24588235296,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,69000.0,72262.581625,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,77280.0,96163.864,127249.06360408822,129600.18423809524,37332.864,45012.94222222222,131680.10449730416,127249.06360408822
2022,46000.0,72262.581625,127249.06360408822,19644.07,46000.0,140596.25071904127,71968.54783783783,127249.06360408822
2022,119600.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,16380.6,96163.864,127249.06360408822,60780.168,27781.92206896552,33320.97464788733,131680.10449730416,127249.06360408822
2023,35540.520000000004,96163.864,127249.06360408822,101311.205,53061.97974025974,55626.28200000001,108836.90378854626,127249.06360408822
2022,151800.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2021,109534.28,96163.864,127249.06360408822,129600.18423809524,249730.78000000003,76470.4,131680.10449730416,127249.06360408822
2023,69000.0,72262.581625,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,74980.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,106659.28,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,118680.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,165600.0,140806.98581875995,127249.06360408822,148776.6704950495,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,111872.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,55096.96,72262.581625,127249.06360408822,131362.87584615385,72439.24307692309,71284.78933333333,108836.90378854626,127249.06360408822
2023,138828.0,179336.45543859652,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,134320.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,177560.0,140806.98581875995,127249.06360408822,90606.2,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,127650.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,70204.28,179336.45543859652,127249.06360408822,70204.28,27781.92206896552,33320.97464788733,108836.90378854626,127249.06360408822
2022,180044.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,146372.0,140806.98581875995,127249.06360408822,175043.32413793105,139676.24877631577,140596.25071904127,108836.90378854626,127249.06360408822
2023,122636.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,133400.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,156400.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,151800.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,63602.36,96163.864,127249.06360408822,60780.168,121364.27448275864,121645.07341176472,108836.90378854626,127249.06360408822
2023,137632.0,96163.864,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,227700.0,140806.98581875995,127249.06360408822,175976.47379310345,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,119600.0,96163.864,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,71760.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,86296.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,276220.8,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,128800.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,119600.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,112884.0,140806.98581875995,127249.06360408822,142315.46851211073,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,174800.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,105800.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,204828.8,179336.45543859652,127249.06360408822,175976.47379310345,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,146280.0,179336.45543859652,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,100648.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,73600.0,96163.864,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,114295.28,72262.581625,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,141128.0,140806.98581875995,127249.06360408822,142315.46851211073,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,130824.0,140806.98581875995,127249.06360408822,142315.46851211073,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,231840.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,170200.0,140806.98581875995,127249.06360408822,132053.22222222222,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,59800.0,72262.581625,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,96784.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,110400.0,96163.864,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,69018.40000000001,96163.864,127249.06360408822,125732.80363636363,63289.25333333333,63507.600000000006,131680.10449730416,127249.06360408822
2023,150696.0,140806.98581875995,127249.06360408822,142315.46851211073,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,225492.0,140806.98581875995,127249.06360408822,175976.47379310345,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,211600.0,140806.98581875995,127249.06360408822,175043.32413793105,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,161000.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,264960.0,140806.98581875995,127249.06360408822,142315.46851211073,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,106720.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,130824.0,140806.98581875995,127249.06360408822,142315.46851211073,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,154100.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,268180.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,147200.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,108836.90378854626,127249.06360408822
2023,110400.0,96163.864,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,156400.0,140806.98581875995,127249.06360408822,150162.47076923077,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,106260.0,96163.864,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,92000.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,110400.0,96163.864,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,55200.0,96163.864,104371.148,122162.46285714286,139676.24877631577,33320.97464788733,71968.54783783783,104371.148
2022,158424.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,116840.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,165600.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,57040.0,72262.581625,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,92000.0,96163.864,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,96600.0,96163.864,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,46994.52,72262.581625,127249.06360408822,129600.18423809524,121364.27448275864,121645.07341176472,108836.90378854626,127249.06360408822
2023,92000.0,140806.98581875995,127249.06360408822,92000.0,72439.24307692309,71284.78933333333,108836.90378854626,127249.06360408822
2022,179768.0,140806.98581875995,127249.06360408822,142315.46851211073,139676.24877631577,140596.25071904127,108836.90378854626,127249.06360408822
2023,100648.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,151800.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,125120.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,147200.0,96163.864,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,174800.0,72262.581625,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,92000.0,96163.864,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,128800.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,133400.0,140806.98581875995,127249.06360408822,142315.46851211073,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,185334.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,87400.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,241040.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,117391.08,96163.864,127249.06360408822,131362.87584615385,79938.8481395349,80029.25748502994,131680.10449730416,127249.06360408822
2023,136850.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,173604.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,59800.0,96163.864,127249.06360408822,100018.92895424836,121364.27448275864,121645.07341176472,131680.10449730416,127249.06360408822
2023,168360.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,107640.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2021,8530.24,72262.581625,127249.06360408822,55604.922666666665,41065.12,41065.12,71968.54783783783,127249.06360408822
2020,104923.24,140806.98581875995,127249.06360408822,63178.24,79938.8481395349,43680.52666666667,71968.54783783783,127249.06360408822
2023,122636.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,119600.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,82800.0,96163.864,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,146280.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,108836.90378854626,127249.06360408822
